"ID_PRODUIT","ID_VILLE","ID_TEMPS","ID_SEXE","ID_AGE","QTE_VENDUE","BENEFICE"
1,3,100,1,32,13,130
1,3,58,2,32,4,40
1,3,89,1,32,3,30
1,3,59,2,32,3,30
1,3,91,1,32,5,50
1,3,93,1,32,4,40
1,3,94,1,32,1,10
1,3,95,1,32,2,20
1,3,82,1,32,2,20
1,3,84,1,32,6,60
1,3,87,1,32,1,10
1,3,48,2,32,3,30
1,3,59,1,32,1,10
1,3,61,1,32,2,20
1,3,49,1,32,1,10
1,3,46,1,32,1,10
1,3,33,1,32,3,30
1,3,34,1,32,2,20
1,3,36,1,32,7,70
1,3,25,1,32,6,60
1,3,26,1,32,4,40
1,3,27,1,32,5,50
1,4,55,1,32,2,20
1,4,46,1,32,3,30
1,4,37,1,32,2,20
1,4,112,2,32,2,20
1,4,113,2,32,2,20
1,4,116,2,32,2,20
1,4,117,2,32,3,30
1,4,118,2,32,2,20
1,4,104,2,32,6,60
1,4,108,2,32,5,50
1,4,130,1,32,2,20
1,4,103,2,32,1,10
1,4,119,1,32,13,130
1,4,120,1,32,3,30
1,4,122,1,32,2,20
1,4,111,1,32,3,30
1,4,84,2,32,1,10
1,4,115,1,32,8,80
1,4,116,1,32,10,100
1,4,117,1,32,10,100
1,4,118,1,32,3,30
1,4,104,1,32,16,160
1,4,105,1,32,7,70
1,4,110,1,32,2,20
1,4,60,2,32,3,30
1,4,91,1,32,8,80
1,4,94,1,32,1,10
1,4,54,2,32,3,30
1,4,85,1,32,2,20
1,4,40,2,32,2,20
1,4,42,2,32,2,20
1,4,43,2,32,4,40
1,6,53,1,32,3,30
1,6,42,1,32,1,10
1,6,44,1,32,3,30
1,6,29,1,32,5,50
1,6,25,1,32,3,30
1,6,27,1,32,1,10
1,1,8,1,11,3,30
1,1,9,1,11,3,30
1,1,10,1,11,1,10
1,1,12,1,11,2,20
1,1,13,1,11,1,10
1,1,15,1,11,3,30
1,1,17,1,11,3,30
1,1,18,1,11,3,30
1,1,19,1,11,2,20
1,1,20,1,11,2,20
1,1,22,1,11,3,30
1,1,4,1,11,1,10
1,1,5,1,11,2,20
1,1,104,1,11,12,120
1,1,105,1,11,9,90
1,1,106,1,11,1,10
1,1,107,1,11,13,130
1,1,110,1,11,7,70
1,1,80,2,11,3,30
1,1,112,1,11,4,40
1,1,113,1,11,3,30
1,1,115,1,11,8,80
1,1,118,1,11,10,100
1,1,92,1,11,2,20
1,1,97,1,11,3,30
1,1,98,1,11,5,50
1,1,99,1,11,4,40
1,1,100,1,11,7,70
1,1,102,1,11,2,20
1,1,110,2,11,2,20
1,1,119,1,11,3,30
1,1,120,1,11,4,40
1,1,123,1,11,13,130
1,1,125,1,11,6,60
1,1,126,1,11,3,30
1,1,127,1,11,16,160
1,1,128,1,11,4,40
1,1,130,1,11,8,80
1,1,19,2,11,3,30
1,1,20,2,11,3,30
1,1,54,1,11,4,40
1,1,23,1,11,3,30
1,1,26,1,11,1,10
1,1,32,1,11,3,30
1,1,34,1,11,4,40
1,1,35,1,11,1,10
1,1,36,1,11,2,20
1,1,72,1,11,1,10
1,1,73,1,11,4,40
1,1,55,1,11,2,20
1,1,25,2,11,2,20
1,1,59,1,11,1,10
1,1,61,1,11,3,30
1,1,32,2,11,3,30
1,1,66,1,11,3,30
1,1,69,1,11,3,30
1,5,118,1,32,12,120
1,5,121,1,32,5,50
1,5,111,1,32,2,20
1,5,112,1,32,6,60
1,5,117,1,32,4,40
1,5,104,1,32,11,110
1,5,74,2,32,2,20
1,5,86,1,32,3,30
1,5,90,1,32,2,20
1,5,92,1,32,3,30
1,5,93,1,32,2,20
1,5,82,1,32,1,10
1,5,39,2,32,2,20
1,5,68,1,32,1,10
1,5,34,1,32,1,10
1,5,25,1,32,2,20
1,5,26,1,32,3,30
1,5,28,1,32,2,20
1,5,29,1,32,3,30
1,5,128,2,32,4,40
1,5,112,2,32,8,80
1,5,116,2,32,1,10
1,5,103,2,32,7,70
1,5,104,2,32,4,40
1,5,110,2,32,14,140
1,7,117,1,32,5,50
1,7,119,1,32,1,10
1,7,110,1,32,1,10
1,7,80,2,32,3,30
1,7,112,1,32,3,30
1,7,114,1,32,5,50
1,7,115,1,32,1,10
1,7,101,1,32,4,40
1,7,103,1,32,9,90
1,7,104,1,32,3,30
1,7,93,1,32,2,20
1,7,95,1,32,2,20
1,7,85,1,32,3,30
1,7,89,1,32,1,10
1,7,66,1,32,1,10
1,7,45,1,32,2,20
1,7,37,1,32,1,10
1,7,39,1,32,1,10
1,7,41,1,32,3,30
1,7,29,1,32,6,60
1,7,30,1,32,1,10
1,2,39,1,11,3,30
1,2,19,2,11,2,20
1,2,21,2,11,6,60
1,2,52,1,11,1,10
1,2,23,1,11,3,30
1,2,63,1,11,1,10
1,2,69,1,11,3,30
1,2,7,1,11,2,20
1,2,9,1,11,3,30
1,2,18,1,11,1,10
1,2,20,1,11,1,10
1,2,105,1,11,3,30
1,2,75,2,11,3,30
1,2,106,1,11,5,50
1,2,109,1,11,7,70
1,2,111,1,11,4,40
1,2,112,1,11,4,40
1,2,99,1,11,2,20
1,2,100,1,11,2,20
1,2,119,1,11,2,20
1,2,121,1,11,9,90
1,2,126,1,11,2,20
1,1,121,2,11,7,70
1,1,126,2,11,5,50
1,1,129,2,11,3,30
1,1,130,2,11,14,140
1,6,124,2,32,6,60
1,6,110,2,32,9,90
1,6,111,2,32,7,70
1,6,113,2,32,9,90
1,6,114,2,32,3,30
1,6,115,2,32,19,190
1,6,103,2,32,11,110
1,6,105,2,32,1,10
1,6,107,2,32,8,80
1,6,109,2,32,5,50
1,6,128,1,32,1,10
1,6,129,1,32,12,120
1,6,117,1,32,5,50
1,6,118,1,32,10,100
1,6,119,1,32,10,100
1,6,93,2,32,3,30
1,6,109,1,32,14,140
1,6,111,1,32,4,40
1,6,112,1,32,7,70
1,6,114,1,32,7,70
1,6,115,1,32,10,100
1,6,116,1,32,9,90
1,6,103,1,32,7,70
1,6,105,1,32,10,100
1,6,106,1,32,5,50
1,6,107,1,32,2,20
1,6,93,1,32,3,30
1,6,97,1,32,3,30
1,6,99,1,32,1,10
1,6,100,1,32,5,50
1,6,87,1,32,2,20
1,6,88,1,32,3,30
1,6,46,2,32,3,30
1,6,77,1,32,1,10
1,6,78,1,32,4,40
1,6,48,2,32,1,10
1,6,72,1,32,2,20
1,6,43,2,32,2,20
1,6,66,1,32,2,20
1,6,68,1,32,2,20
1,8,55,1,32,1,10
1,8,27,1,32,6,60
1,8,32,1,32,3,30
1,8,33,1,32,3,30
1,8,132,2,32,4,40
1,3,5,1,11,8,80
1,3,6,1,11,1,10
1,8,119,2,32,3,30
1,3,9,1,11,3,30
1,3,10,1,11,6,60
1,8,121,2,32,7,70
1,3,11,1,11,2,20
1,3,12,1,11,3,30
1,3,13,1,11,3,30
1,8,109,2,32,6,60
1,3,15,1,11,2,20
1,8,111,2,32,2,20
1,3,18,1,11,5,50
1,3,19,1,11,1,10
1,8,125,1,32,1,10
1,8,126,1,32,5,50
1,3,1,1,11,1,10
1,3,2,1,11,1,10
1,8,128,1,32,2,20
1,8,84,2,32,2,20
1,8,107,1,32,4,40
1,8,79,2,32,1,10
1,8,110,1,32,14,140
1,8,112,1,32,11,110
1,8,114,1,32,1,10
1,8,103,1,32,8,80
1,8,97,1,32,2,20
1,8,84,1,32,3,30
1,8,63,1,32,3,30
1,3,101,1,11,20,200
1,3,102,1,11,12,120
1,3,103,1,11,12,120
1,3,104,1,11,13,130
1,3,105,1,11,10,100
1,3,75,2,11,2,20
1,3,106,1,11,2,20
1,3,107,1,11,9,90
1,3,108,1,11,14,140
1,3,109,1,11,2,20
1,3,110,1,11,1,10
1,3,111,1,11,2,20
1,3,112,1,11,12,120
1,3,113,1,11,6,60
1,3,114,1,11,18,180
1,3,116,1,11,4,40
1,3,57,2,11,3,30
1,3,88,1,11,1,10
1,3,97,1,11,2,20
1,3,99,1,11,6,60
1,3,110,2,11,2,20
1,3,112,2,11,18,180
1,3,115,2,11,7,70
1,3,117,2,11,1,10
1,3,117,1,11,1,10
1,3,118,1,11,6,60
1,3,120,1,11,23,230
1,3,121,1,11,16,160
1,3,122,1,11,6,60
1,3,124,1,11,1,10
1,3,125,1,11,14,140
1,3,126,1,11,8,80
1,3,127,1,11,6,60
1,3,128,1,11,4,40
1,3,129,1,11,1,10
1,3,130,1,11,15,150
1,3,131,1,11,1,10
1,3,13,2,11,3,30
1,3,15,2,11,3,30
1,3,17,2,11,2,20
1,3,21,1,11,6,60
1,3,29,1,11,2,20
1,3,30,1,11,2,20
1,3,31,1,11,3,30
1,3,2,2,11,1,10
1,3,35,1,11,1,10
1,3,36,1,11,7,70
1,3,70,1,11,2,20
1,3,72,1,11,1,10
1,3,73,1,11,2,20
1,3,74,1,11,1,10
1,3,76,1,11,3,30
1,3,78,1,11,1,10
1,3,50,2,11,2,20
1,3,82,1,11,2,20
1,3,52,2,11,5,50
1,3,54,1,11,3,30
1,3,26,2,11,4,40
1,3,58,1,11,3,30
1,3,28,2,11,2,20
1,3,30,2,11,11,110
1,3,63,1,11,3,30
1,3,64,1,11,5,50
1,3,34,2,11,3,30
1,3,67,1,11,1,10
1,3,119,2,11,5,50
1,3,124,2,11,21,210
1,3,125,2,11,7,70
1,3,127,2,11,7,70
1,3,132,2,11,9,90
1,7,119,2,32,7,70
1,7,112,2,32,10,100
1,7,114,2,32,6,60
1,7,128,1,32,1,10
1,7,130,1,32,5,50
1,9,116,1,32,6,60
1,9,119,1,32,3,30
1,9,120,1,32,5,50
1,9,107,1,32,6,60
1,9,108,1,32,5,50
1,9,112,1,32,1,10
1,9,113,1,32,5,50
1,9,101,1,32,6,60
1,9,102,1,32,5,50
1,9,104,1,32,4,40
1,9,60,2,32,4,40
1,9,94,1,32,1,10
1,9,96,1,32,4,40
1,9,80,1,32,3,30
1,9,81,1,32,3,30
1,9,37,2,32,3,30
1,9,69,1,32,3,30
1,9,70,1,32,1,10
1,9,42,2,32,2,20
1,9,44,1,32,1,10
1,9,30,1,32,5,50
1,4,5,2,11,3,30
1,4,20,2,11,2,20
1,4,20,1,11,2,20
1,4,22,1,11,1,10
1,4,23,1,11,2,20
1,4,32,1,11,1,10
1,4,33,1,11,2,20
1,4,35,1,11,2,20
1,4,71,1,11,4,40
1,4,76,1,11,2,20
1,4,77,1,11,3,30
1,4,53,1,11,3,30
1,4,24,2,11,1,10
1,4,27,2,11,2,20
1,4,59,1,11,3,30
1,4,61,1,11,1,10
1,4,63,1,11,3,30
1,4,34,2,11,2,20
1,9,123,2,32,4,40
1,9,130,2,32,4,40
1,9,118,2,32,7,70
1,4,9,1,11,2,20
1,9,120,2,32,1,10
1,4,14,1,11,3,30
1,4,15,1,11,4,40
1,4,16,1,11,2,20
1,4,18,1,11,6,60
1,9,131,1,32,1,10
1,9,102,2,32,3,30
1,9,126,1,32,4,40
1,9,129,1,32,1,10
1,4,118,2,11,14,140
1,4,122,2,11,10,100
1,4,123,2,11,20,200
1,4,102,1,11,7,70
1,4,103,1,11,5,50
1,4,104,1,11,3,30
1,4,105,1,11,6,60
1,4,106,1,11,16,160
1,4,107,1,11,8,80
1,4,79,2,11,2,20
1,4,110,1,11,19,190
1,4,111,1,11,1,10
1,4,112,1,11,9,90
1,4,114,1,11,2,20
1,4,115,1,11,1,10
1,4,57,2,11,2,20
1,4,132,1,11,11,110
1,4,113,2,11,7,70
1,4,116,2,11,2,20
1,4,118,1,11,6,60
1,4,122,1,11,3,30
1,4,123,1,11,6,60
1,4,129,1,11,10,100
1,4,131,1,11,6,60
1,5,6,1,11,1,10
1,5,7,1,11,2,20
1,5,9,1,11,2,20
1,5,10,1,11,1,10
1,5,15,1,11,6,60
1,5,100,1,11,4,40
1,5,101,1,11,5,50
1,5,102,1,11,18,180
1,5,103,1,11,8,80
1,5,105,1,11,9,90
1,5,106,1,11,1,10
1,5,107,1,11,16,160
1,5,110,1,11,8,80
1,5,114,1,11,12,120
1,5,88,1,11,4,40
1,5,95,1,11,1,10
1,5,98,1,11,3,30
1,5,131,1,11,5,50
1,5,115,1,11,3,30
1,5,116,1,11,6,60
1,5,118,1,11,4,40
1,5,121,1,11,6,60
1,5,122,1,11,10,100
1,5,124,1,11,4,40
1,5,126,1,11,1,10
1,5,129,1,11,3,30
1,5,36,1,11,1,10
1,5,49,1,11,3,30
1,5,22,1,11,1,10
1,5,23,1,11,3,30
1,5,27,1,11,1,10
1,5,3,2,11,3,30
1,5,20,2,11,2,20
1,5,25,2,11,3,30
1,5,129,2,11,2,20
1,6,38,1,11,3,30
1,6,12,2,11,3,30
1,6,16,2,11,2,20
1,6,21,1,11,4,40
1,6,24,1,11,2,20
1,6,25,1,11,1,10
1,6,31,1,11,6,60
1,6,33,1,11,4,40
1,6,35,2,11,7,70
1,6,68,1,11,2,20
1,6,71,1,11,1,10
1,6,50,2,11,3,30
1,6,52,1,11,3,30
1,6,53,1,11,6,60
1,6,23,2,11,4,40
1,6,55,1,11,3,30
1,6,26,2,11,4,40
1,6,58,1,11,3,30
1,6,28,2,11,5,50
1,6,59,1,11,5,50
1,6,29,2,11,2,20
1,6,62,1,11,2,20
1,6,32,2,11,3,30
1,6,65,1,11,2,20
1,1,110,1,15,6,60
1,1,112,1,15,5,50
1,1,100,1,15,19,190
1,1,101,1,15,7,70
1,1,102,1,15,12,120
1,1,103,1,15,6,60
1,1,104,1,15,4,40
1,1,124,1,15,4,40
1,1,98,2,15,1,10
1,1,115,1,15,2,20
1,1,86,2,15,3,30
1,1,118,1,15,7,70
1,1,119,1,15,13,130
1,1,120,1,15,4,40
1,1,110,2,15,9,90
1,1,100,2,15,4,40
1,1,131,1,15,2,20
1,1,101,2,15,6,60
1,1,105,2,15,1,10
1,1,13,1,15,2,20
1,1,5,1,15,1,10
1,1,10,1,15,2,20
1,7,126,2,36,6,60
1,7,131,2,36,10,100
1,7,122,1,36,7,70
1,7,124,1,36,1,10
1,7,125,1,36,6,60
1,7,127,1,36,1,10
1,7,109,1,36,13,130
1,7,117,1,36,7,70
1,7,88,2,36,3,30
1,7,76,1,36,2,20
1,7,79,1,36,1,10
1,7,82,1,36,3,30
1,2,62,2,15,1,10
1,2,88,1,15,3,30
1,2,106,1,15,3,30
1,2,101,1,15,3,30
1,2,102,1,15,5,50
1,2,123,1,15,6,60
1,2,115,1,15,2,20
1,2,86,2,15,3,30
1,2,132,1,15,2,20
1,2,118,2,15,5,50
1,2,11,1,15,4,40
1,2,12,1,15,2,20
1,2,30,1,15,1,10
1,2,24,1,15,2,20
1,2,48,1,15,2,20
1,2,30,2,15,3,30
1,2,31,2,15,3,30
1,2,33,2,15,2,20
1,2,51,1,15,3,30
1,2,75,1,15,2,20
1,2,67,1,15,4,40
1,2,69,1,15,2,20
1,2,72,1,15,2,20
1,8,109,1,36,6,60
1,8,112,1,36,4,40
1,8,77,1,36,3,30
1,8,84,1,36,1,10
1,8,106,2,36,6,60
1,3,10,1,15,3,30
1,8,121,1,36,3,30
1,3,12,1,15,1,10
1,3,13,1,15,7,70
1,8,123,1,36,1,10
1,3,14,1,15,3,30
1,8,93,2,36,1,10
1,3,15,1,15,3,30
1,8,126,1,36,5,50
1,3,3,1,15,2,20
1,8,129,1,36,8,80
1,8,100,2,36,1,10
1,3,126,2,15,4,40
1,3,114,2,15,2,20
1,3,116,2,15,7,70
1,3,117,2,15,4,40
1,3,132,2,15,6,60
1,3,25,1,15,6,60
1,3,26,1,15,2,20
1,3,28,1,15,5,50
1,3,32,1,15,2,20
1,3,18,1,15,1,10
1,3,20,1,15,1,10
1,3,21,1,15,5,50
1,3,10,2,15,3,30
1,3,42,1,15,3,30
1,3,43,1,15,2,20
1,3,33,1,15,2,20
1,3,5,2,15,4,40
1,3,6,2,15,6,60
1,3,37,1,15,1,10
1,3,9,2,15,1,10
1,3,26,2,15,1,10
1,3,57,1,15,1,10
1,3,28,2,15,2,20
1,3,60,1,15,12,120
1,3,62,1,15,4,40
1,3,63,1,15,8,80
1,3,64,1,15,3,30
1,3,53,1,15,2,20
1,3,56,1,15,2,20
1,3,47,2,15,3,30
1,3,78,1,15,2,20
1,3,66,1,15,1,10
1,3,69,1,15,1,10
1,3,89,1,15,2,20
1,3,60,2,15,2,20
1,3,93,1,15,2,20
1,3,95,1,15,1,10
1,3,65,2,15,1,10
1,3,81,1,15,3,30
1,3,52,2,15,3,30
1,3,85,1,15,3,30
1,3,86,1,15,2,20
1,3,87,1,15,3,30
1,3,105,1,15,16,160
1,3,106,1,15,5,50
1,3,108,1,15,1,10
1,3,79,2,15,2,20
1,3,110,1,15,6,60
1,3,111,1,15,6,60
1,3,97,1,15,4,40
1,3,100,1,15,12,120
1,3,104,1,15,6,60
1,3,122,1,15,8,80
1,3,93,2,15,1,10
1,3,124,1,15,2,20
1,3,125,1,15,8,80
1,3,126,1,15,3,30
1,3,127,1,15,5,50
1,3,97,2,15,2,20
1,3,113,1,15,1,10
1,3,115,1,15,7,70
1,3,116,1,15,9,90
1,3,88,2,15,3,30
1,3,119,1,15,2,20
1,3,120,1,15,13,130
1,3,106,2,15,3,30
1,3,108,2,15,7,70
1,3,111,2,15,5,50
1,3,129,1,15,5,50
1,3,99,2,15,3,30
1,3,100,2,15,9,90
1,3,131,1,15,2,20
1,3,102,2,15,17,170
1,9,121,2,36,5,50
1,9,103,2,36,7,70
1,9,120,1,36,1,10
1,9,92,2,36,1,10
1,9,100,2,36,6,60
1,9,131,1,36,7,70
1,9,101,2,36,1,10
1,4,24,1,15,2,20
1,4,20,1,15,2,20
1,4,1,2,15,1,10
1,4,2,2,15,3,30
1,4,33,1,15,1,10
1,4,3,2,15,1,10
1,4,34,1,15,3,30
1,4,25,2,15,2,20
1,4,49,1,15,1,10
1,4,35,2,15,1,10
1,4,66,1,15,1,10
1,4,70,1,15,1,10
1,9,104,1,36,8,80
1,9,108,1,36,7,70
1,9,85,2,36,1,10
1,9,116,1,36,5,50
1,9,95,1,36,6,60
1,9,101,1,36,14,140
1,9,74,1,36,2,20
1,9,75,1,36,3,30
1,9,77,1,36,3,30
1,9,81,1,36,4,40
1,9,83,1,36,1,10
1,4,88,1,15,2,20
1,4,91,1,15,2,20
1,4,80,1,15,3,30
1,4,56,2,15,3,30
1,4,87,1,15,1,10
1,4,104,1,15,18,180
1,4,105,1,15,6,60
1,4,107,1,15,5,50
1,4,65,2,15,3,30
1,4,98,1,15,1,10
1,4,120,1,15,7,70
1,4,93,2,15,3,30
1,4,130,1,15,3,30
1,4,104,2,15,6,60
1,4,118,2,15,3,30
1,4,131,2,15,6,60
1,5,24,1,15,3,30
1,5,17,1,15,2,20
1,5,40,1,15,3,30
1,5,11,2,15,2,20
1,5,1,2,15,1,10
1,5,2,2,15,3,30
1,5,55,1,15,1,10
1,5,25,2,15,1,10
1,5,60,1,15,2,20
1,5,62,1,15,4,40
1,5,71,1,15,2,20
1,5,72,1,15,2,20
1,5,63,1,15,7,70
1,5,66,1,15,1,10
1,5,68,1,15,4,40
1,5,38,2,15,3,30
1,5,90,1,15,1,10
1,5,91,1,15,3,30
1,5,94,1,15,3,30
1,5,55,2,15,1,10
1,5,107,1,15,6,60
1,5,110,1,15,11,110
1,5,95,1,15,2,20
1,5,99,1,15,1,10
1,5,101,1,15,2,20
1,5,102,1,15,4,40
1,5,120,1,15,7,70
1,5,126,1,15,3,30
1,5,112,1,15,8,80
1,5,115,1,15,6,60
1,5,116,1,15,8,80
1,5,117,1,15,1,10
1,5,129,1,15,4,40
1,5,131,1,15,5,50
1,5,102,2,15,1,10
1,5,10,1,15,1,10
1,5,1,1,15,1,10
1,5,112,2,15,2,20
1,5,128,2,15,1,10
1,7,5,1,15,3,30
1,6,57,2,15,2,20
1,6,93,1,15,2,20
1,6,103,1,15,2,20
1,6,104,1,15,3,30
1,6,107,1,15,5,50
1,6,109,1,15,7,70
1,6,63,2,15,3,30
1,6,97,1,15,3,30
1,6,68,2,15,1,10
1,6,70,2,15,2,20
1,6,118,1,15,11,110
1,6,88,2,15,3,30
1,6,119,1,15,17,170
1,6,124,1,15,11,110
1,6,110,1,15,4,40
1,6,111,1,15,2,20
1,6,81,2,15,3,30
1,6,112,1,15,7,70
1,6,113,1,15,2,20
1,6,114,1,15,7,70
1,6,115,1,15,2,20
1,6,116,1,15,8,80
1,6,117,1,15,1,10
1,6,103,2,15,6,60
1,6,107,2,15,3,30
1,6,109,2,15,3,30
1,6,126,1,15,1,10
1,6,128,1,15,5,50
1,6,129,1,15,11,110
1,6,130,1,15,5,50
1,6,101,2,15,9,90
1,6,102,2,15,4,40
1,6,126,2,15,1,10
1,6,116,2,15,4,40
1,6,129,2,15,4,40
1,6,130,2,15,2,20
1,6,6,1,15,4,40
1,6,9,1,15,3,30
1,6,10,1,15,7,70
1,6,22,1,15,1,10
1,6,4,1,11,3,30
1,6,5,1,11,2,20
1,6,6,1,11,3,30
1,6,7,1,11,2,20
1,6,8,1,11,2,20
1,6,10,1,11,1,10
1,6,12,1,11,2,20
1,6,14,1,11,4,40
1,6,17,1,11,1,10
1,6,131,2,11,7,70
1,6,124,2,11,2,20
1,6,125,2,11,1,10
1,6,126,2,11,8,80
1,6,127,2,11,8,80
1,6,128,2,11,3,30
1,6,129,2,11,4,40
1,6,98,1,11,2,20
1,6,99,1,11,7,70
1,6,100,1,11,6,60
1,6,102,1,11,3,30
1,6,103,1,11,4,40
1,6,104,1,11,4,40
1,6,105,1,11,12,120
1,6,107,1,11,8,80
1,6,110,1,11,3,30
1,6,112,1,11,6,60
1,6,113,1,11,23,230
1,6,52,2,11,3,30
1,6,130,1,11,20,200
1,6,131,1,11,5,50
1,6,109,2,11,5,50
1,6,112,2,11,11,110
1,6,114,1,11,7,70
1,6,118,1,11,3,30
1,6,122,1,11,2,20
1,6,123,1,11,3,30
1,6,125,1,11,2,20
1,6,126,1,11,8,80
1,6,127,1,11,16,160
1,6,128,1,11,19,190
1,7,99,1,11,3,30
1,7,100,1,11,3,30
1,7,103,1,11,7,70
1,7,106,1,11,3,30
1,7,109,1,11,6,60
1,7,84,1,11,2,20
1,7,59,2,11,1,10
1,7,111,2,11,1,10
1,7,119,1,11,4,40
1,7,121,1,11,11,110
1,7,122,1,11,4,40
1,7,125,1,11,1,10
1,7,126,1,11,7,70
1,7,18,1,11,1,10
1,7,21,1,11,3,30
1,7,28,1,11,1,10
1,7,74,1,11,1,10
1,7,18,2,11,3,30
1,7,59,1,11,3,30
1,7,29,2,11,3,30
1,7,130,2,11,7,70
1,7,131,2,11,7,70
1,7,7,1,11,1,10
1,7,9,1,11,1,10
1,8,102,1,11,4,40
1,8,104,1,11,2,20
1,8,109,1,11,2,20
1,8,110,1,11,7,70
1,8,83,1,11,1,10
1,8,89,1,11,2,20
1,8,111,2,11,7,70
1,8,113,1,11,1,10
1,8,115,1,11,3,30
1,8,121,1,11,2,20
1,8,124,1,11,3,30
1,8,18,1,11,1,10
1,8,23,1,11,3,30
1,8,25,1,11,2,20
1,8,28,1,11,3,30
1,8,64,1,11,2,20
1,8,69,1,11,1,10
1,8,22,2,11,1,10
1,8,61,1,11,3,30
1,8,7,1,11,2,20
1,9,130,2,11,5,50
1,9,122,2,11,4,40
1,9,123,2,11,7,70
1,9,4,1,11,2,20
1,9,5,1,11,1,10
1,9,8,1,11,2,20
1,9,12,1,11,2,20
1,9,98,1,11,2,20
1,9,99,1,11,2,20
1,9,101,1,11,14,140
1,9,104,1,11,2,20
1,9,106,1,11,1,10
1,9,107,1,11,4,40
1,9,108,1,11,7,70
1,9,109,1,11,7,70
1,9,110,1,11,7,70
1,9,59,2,11,3,30
1,9,93,1,11,3,30
1,9,127,1,11,10,100
1,9,129,1,11,2,20
1,9,130,1,11,7,70
1,9,114,1,11,1,10
1,9,119,1,11,4,40
1,9,122,1,11,5,50
1,9,125,1,11,8,80
1,9,126,1,11,6,60
1,9,33,1,11,2,20
1,9,13,2,11,1,10
1,9,46,1,11,3,30
1,9,18,1,11,1,10
1,9,27,1,11,3,30
1,9,64,1,11,3,30
1,9,74,1,11,2,20
1,9,56,1,11,1,10
1,1,130,2,36,4,40
1,1,123,2,36,3,30
1,1,124,2,36,6,60
1,1,125,2,36,12,120
1,1,126,1,36,2,20
1,1,96,2,36,2,20
1,1,98,2,36,2,20
1,1,131,1,36,1,10
1,1,111,1,36,5,50
1,1,112,1,36,18,180
1,1,114,1,36,4,40
1,1,86,2,36,1,10
1,1,117,1,36,2,20
1,1,88,2,36,1,10
1,1,89,2,36,3,30
1,1,90,2,36,1,10
1,1,124,1,36,1,10
1,1,96,1,36,2,20
1,1,106,1,36,7,70
1,1,109,1,36,6,60
1,1,82,1,36,1,10
1,1,83,1,36,1,10
1,1,88,1,36,4,40
1,1,89,1,36,1,10
1,1,91,1,36,2,20
1,1,73,1,36,2,20
1,1,74,1,36,2,20
1,1,75,1,36,3,30
1,1,77,1,36,1,10
1,2,113,1,36,6,60
1,2,115,1,36,1,10
1,2,118,1,36,4,40
1,2,106,1,36,2,20
1,2,82,1,36,1,10
1,2,83,1,36,2,20
1,2,87,1,36,3,30
1,2,126,2,36,5,50
1,2,130,2,36,7,70
1,2,126,1,36,2,20
1,2,106,2,36,6,60
1,3,130,2,36,7,70
1,3,124,2,36,3,30
1,3,124,1,36,6,60
1,3,94,2,36,2,20
1,3,125,1,36,11,110
1,3,127,1,36,3,30
1,3,129,1,36,5,50
1,3,99,2,36,12,120
1,3,100,2,36,13,130
1,3,132,1,36,13,130
1,3,102,2,36,7,70
1,3,105,2,36,9,90
1,3,110,1,36,7,70
1,3,111,1,36,1,10
